,,song,singer,urls
1978,31,Jack And Jill,Raydio,https://www.youtube.com/watch?v=ha1j2Gqj_xg
1978,32,Take a Chance on Me,ABBA,https://www.youtube.com/watch?v=-crgQGdpZR0
1978,33,Sometimes When We Touch,Dan Hill,https://www.youtube.com/watch?v=z825tkkfbIo
1978,34,Last Dance,Donna Summer,https://www.youtube.com/watch?v=vqZY8P42pLo
1978,35,Hopelessly Devoted to You,Olivia Newton-John,https://www.youtube.com/watch?v=r-3NvDp28U4
1978,36,Hot Blooded,Foreigner,https://www.youtube.com/watch?v=8yDmeYxTeC0
1978,37,You're in My Heart (The Final Acclaim),Rod Stewart,https://www.youtube.com/watch?v=Hf6ng1Hsb7I
1978,38,The Closer I Get to You,"Roberta Flack,Donny Hathaway,",https://www.youtube.com/watch?v=LTf0I5f-yhQ
1978,39,Dust in the Wind,Kansas,https://www.youtube.com/watch?v=tH2w6Oxx0kQ
1978,40,Magnet and Steel,Walter Egan,https://www.youtube.com/watch?v=2RamSFoo0jw
1978,41,Short People,Randy Newman,https://www.youtube.com/watch?v=8bfyS-S-IJs
1978,42,Use ta Be My Girl,The O'Jays,https://www.youtube.com/watch?v=0fNxgaw8I7I
1978,43,Our Love,Natalie Cole,https://www.youtube.com/watch?v=yDKyQk8A3Dk
1978,44,Love Will Find a Way,Pablo Cruise,https://www.youtube.com/watch?v=WuvZ-XN_PyA
1978,45,An Everlasting Love,Andy Gibb,https://www.youtube.com/watch?v=dK5VKo7FUe0
1978,46,Love Is in the Air,John Paul Young,https://www.youtube.com/watch?v=NNC0kIzM1Fo
1978,47,Goodbye Girl,David Gates,https://www.youtube.com/watch?v=HXqRTjYu4cA
1978,48,Slip Slidin' Away,Paul Simon,https://www.youtube.com/watch?v=iUODdPpnxcA
1978,49,The Groove Line,Heatwave,https://www.youtube.com/watch?v=xhtbQYSFLTM
1978,50,Thunder Island,Jay Ferguson,https://www.youtube.com/watch?v=PJMh0GJ6GWc
1979,1,My Sharona,The Knack,https://www.youtube.com/watch?v=BR2JtsVumFA
1979,2,Bad Girls,Donna Summer,https://www.youtube.com/watch?v=NF46NnUn5nw
1979,3,Le Freak,Chic,https://www.youtube.com/watch?v=aXgSHL7efKg
1979,4,Da Ya Think I'm Sexy?,Rod Stewart,https://www.youtube.com/watch?v=Hphwfq1wLJs
1979,5,Reunited,Peaches & Herb,https://www.youtube.com/watch?v=tKBsFSPvbzA
1979,6,I Will Survive,Gloria Gaynor,https://www.youtube.com/watch?v=Faf1ch7Q9XE
1979,7,Hot Stuff,Donna Summer,https://www.youtube.com/watch?v=1IdEhvuNxV8
1979,8,Y.M.C.A.,Village People,https://www.youtube.com/watch?v=CS9OO0S5w2k
1979,9,Ring My Bell,Anita Ward,https://www.youtube.com/watch?v=vsBak0oCgdY
1979,10,Sad Eyes,Robert John,https://www.youtube.com/watch?v=sOK4U_pSxGA
1979,11,Too Much Heaven,Bee Gees,https://www.youtube.com/watch?v=nREV8bQJ1MA
1979,12,MacArthur Park,Donna Summer,https://www.youtube.com/watch?v=InGkTwT1tE8
1979,13,When You're in Love with a Beautiful Woman,Dr. Hook,https://www.youtube.com/watch?v=uVXVO_vF2Io
1979,14,Makin' It,David Naughton,https://www.youtube.com/watch?v=uA7FXa_v2mE
1979,15,Fire,The Pointer Sisters,https://www.youtube.com/watch?v=s6drKhJbIqI
1979,16,Tragedy,Bee Gees,https://www.youtube.com/watch?v=WJcozEOWgxI
1979,17,A Little More Love,Olivia Newton-John,https://www.youtube.com/watch?v=WoBqI73xiWo
1979,18,Heart of Glass,Blondie,https://www.youtube.com/watch?v=WGU_4-5RaxU
1979,19,What a Fool Believes,The Doobie Brothers,https://www.youtube.com/watch?v=qKYQNtF11eg
1979,20,Good Times,Chic,https://www.youtube.com/watch?v=Er9xGRolrT4
1979,21,You Don't Bring Me Flowers,"Neil Diamond,Barbra Streisand,",https://www.youtube.com/watch?v=6pzZxAAdwz0
1979,22,Knock on Wood,Amii Stewart,https://www.youtube.com/watch?v=XKuJUxGntRI
1979,23,Stumblin' In,"Suzi Quatro,Chris Norman,",https://www.youtube.com/watch?v=Z1PcY59AX2Q
1979,24,Lead Me On,Maxine Nightingale,https://www.youtube.com/watch?v=-wlW8B6z_Qo
1979,25,Shake Your Body (Down to the Ground),The Jacksons,https://www.youtube.com/watch?v=jCienKYxJ0c
1979,26,Don't Cry Out Loud,Melissa Manchester,https://www.youtube.com/watch?v=pUw1zU2cQs8
1979,27,The Logical Song,Supertramp,https://www.youtube.com/watch?v=low6Coqrw9Y
1979,28,My Life,Billy Joel,https://www.youtube.com/watch?v=h3JFEfdK_Ls
1979,29,Just When I Needed You Most,Randy VanWarmer,https://www.youtube.com/watch?v=yBOQgL731Ac
1979,30,You Can't Change That,Raydio,https://www.youtube.com/watch?v=4kxpsvW2gAE
1979,31,Shake Your Groove Thing,Peaches & Herb,https://www.youtube.com/watch?v=Hz2Cv6Zb9a0
1979,32,I'll Never Love This Way Again,Dionne Warwick,https://www.youtube.com/watch?v=LO9NP-SiT8s
1979,33,Love You Inside Out,Bee Gees,https://www.youtube.com/watch?v=SouY1MKclZ4
1979,34,I Want You to Want Me,Cheap Trick,https://www.youtube.com/watch?v=-qgpewMCVjs
1979,35,The Main Event/Fight,Barbra Streisand,https://www.youtube.com/watch?v=6mxowEFMBgM
1979,36,Mama Can't Buy You Love,Elton John,https://www.youtube.com/watch?v=7Ed4LhqvIJo
1979,37,I Was Made for Dancin',Leif Garrett,https://www.youtube.com/watch?v=Bj2XlwpqNTA
1979,38,After the Love Has Gone,"Earth, Wind & Fire",https://www.youtube.com/watch?v=CUCLNPOjPZw
1979,39,Heaven Knows,"Donna Summer,Brooklyn Dreams,",https://www.youtube.com/watch?v=CPcBGs51zNY
1979,40,The Gambler,Kenny Rogers,https://www.youtube.com/watch?v=tnAHN1guHbs
1979,41,Lotta Love,Nicolette Larson,https://www.youtube.com/watch?v=dggXIn70vPI
1979,42,Lady,Little River Band,https://www.youtube.com/watch?v=NvWbXBLYFmA
1979,43,Heaven Must Have Sent You,Bonnie Pointer,https://www.youtube.com/watch?v=mTqiKeyXQlM
1979,44,Hold the Line,Toto,https://www.youtube.com/watch?v=htgr3pvBr-I
1979,45,He's the Greatest Dancer,Sister Sledge,https://www.youtube.com/watch?v=U-GcL1Cd5b4
1979,46,Sharing the Night Together,Dr. Hook,https://www.youtube.com/watch?v=_m3rDEI46tQ
1979,47,She Believes in Me,Kenny Rogers,https://www.youtube.com/watch?v=AHEznUHJDEI
1979,48,In the Navy,Village People,https://www.youtube.com/watch?v=nmGuy0jievs
1979,49,Music Box Dancer,Frank Mills,https://www.youtube.com/watch?v=9LRsYn9ufY0
1979,50,The Devil Went Down to Georgia,The Charlie Daniels Band,https://www.youtube.com/watch?v=DNSljt0i3TI
1980,1,Call Me,Blondie,https://www.youtube.com/watch?v=StKVS0eI85I
1980,2,"Another Brick in the Wall, Part II",Pink Floyd,https://www.youtube.com/watch?v=HrxX9TBj2zY
1980,3,Magic,Olivia Newton-John,https://www.youtube.com/watch?v=DnkHf069fvA
1980,4,Rock with You,Michael Jackson,https://www.youtube.com/watch?v=5X-Mrc2l1d0
1980,5,Do That to Me One More Time,Captain & Tennille,https://www.youtube.com/watch?v=Plo5PywZKdA
1980,6,Crazy Little Thing Called Love,Queen,https://www.youtube.com/watch?v=zO6D_BAuYCI
1980,7,Coming Up,Paul McCartney,https://www.youtube.com/watch?v=g5nzLQ63c9E
1980,8,Funkytown,Lipps Inc,https://www.youtube.com/watch?v=uhzy7JaU2Zc
1980,9,It's Still Rock and Roll to Me,Billy Joel,https://www.youtube.com/watch?v=5eAQa4MOGkE
1980,10,The Rose,Bette Midler,https://www.youtube.com/watch?v=jxvPjuREDpE
1980,11,Escape (The Piña Colada Song),Rupert Holmes,https://www.youtube.com/watch?v=w5_EIikdFr8
1980,12,Cars,Gary Numan,https://www.youtube.com/watch?v=Im3JzxlatUs
1980,13,Cruisin,Smokey Robinson,https://www.youtube.com/watch?v=ygt6rgedAWo
1980,14,Working My Way Back to You,The Spinners,https://www.youtube.com/watch?v=TY_AlrfB3U0
1980,15,Lost in Love,Air Supply,https://www.youtube.com/watch?v=rvVs0muI-gU
1980,16,Little Jeannie,Elton John,https://www.youtube.com/watch?v=Wlz6mTyiMZc
1980,17,Ride Like the Wind,Christopher Cross,https://www.youtube.com/watch?v=ur8ftRFb2Ac
1980,18,Upside Down,Diana Ross,https://www.youtube.com/watch?v=GIAtE6ywgwA
1980,19,Please Don't Go,KC and the Sunshine Band,https://www.youtube.com/watch?v=ikJony6h_tQ
1980,20,Babe,Styx,https://www.youtube.com/watch?v=yaVyQS1T7TY
1980,21,With You I'm Born Again,"Billy Preston,Syreeta,",https://www.youtube.com/watch?v=PXN6YhtYFU8
1980,22,Shining Star,The Manhattans,https://www.youtube.com/watch?v=0pojbC37vzE
1980,23,Still,Commodores,https://www.youtube.com/watch?v=-AuIlMgsF_w
1980,24,"Yes, I'm Ready","Teri DeSario,KC,",https://www.youtube.com/watch?v=mrjGdxNqmVU
1980,25,Sexy Eyes,Dr. Hook,https://www.youtube.com/watch?v=zOrZ-nCp-_U
1980,26,Steal Away,Robbie Dupree,https://www.youtube.com/watch?v=qvvhCzDobRE
1980,27,Biggest Part of Me,Ambrosia,https://www.youtube.com/watch?v=RuMnXi7L7wE
1980,28,This Is It,Kenny Loggins,https://www.youtube.com/watch?v=_KgIeA1TjzE
1980,29,Cupid,The Spinners,https://www.youtube.com/watch?v=mW3IraFsdCc
1980,30,Let's Get Serious,Jermaine Jackson,https://www.youtube.com/watch?v=FMLKb4or8yg
1980,31,Don't Fall in Love with a Dreamer,"Kenny Rogers,Kim Carnes,",https://www.youtube.com/watch?v=Fcs-mF8SHh8
1980,32,Sailing,Christopher Cross,https://www.youtube.com/watch?v=MEO6gYCFbr0
1980,33,Longer,Dan Fogelberg,https://www.youtube.com/watch?v=nGFBpCa3s1Y
1980,34,Coward of the County,Kenny Rogers,https://www.youtube.com/watch?v=OcslEyiraPc
1980,35,Ladies' Night,Kool & the Gang,https://www.youtube.com/watch?v=LjG7-5kbevo
1980,36,Too Hot,Kool & the Gang,https://www.youtube.com/watch?v=KC3vI2DD4nA
1980,37,Take Your Time (Do It Right),The S.O.S. Band,https://www.youtube.com/watch?v=RmY1TJ6B-0g
1980,38,No More Tears (Enough Is Enough),"Barbra Streisand,Donna Summer,",https://www.youtube.com/watch?v=QsY066wa08E
1980,39,More Love,Kim Carnes,https://www.youtube.com/watch?v=qytgqrmmzSk
1980,40,Pop Muzik,M,https://www.youtube.com/watch?v=gPoiv0sZ4s4
1980,41,Brass in Pocket,The Pretenders,https://www.youtube.com/watch?v=0H6re3PCP3E
1980,42,Special Lady,"Ray, Goodman & Brown",https://www.youtube.com/watch?v=fA70hhimR2E
1980,43,Send One Your Love,Stevie Wonder,https://www.youtube.com/watch?v=jMvVYCV-d8E
1980,44,The Second Time Around,Shalamar,https://www.youtube.com/watch?v=xz4YQZ01Q_A
1980,45,We Don't Talk Anymore,Cliff Richard,https://www.youtube.com/watch?v=m8FCZ5x8Gpg
1980,46,Stomp!,The Brothers Johnson,https://www.youtube.com/watch?v=tPBDMihPRJA
1980,47,Heartache Tonight,Eagles,https://www.youtube.com/watch?v=feduLprAAig
1980,48,Tired of Toein' the Line,Rocky Burnette,https://www.youtube.com/watch?v=POqGwspxrcI
1980,49,Better Love Next Time,Dr. Hook,https://www.youtube.com/watch?v=qgntyYYhP_0
1980,50,Him,Rupert Holmes,https://www.youtube.com/watch?v=9WbQ5GCo6m0
1981,1,Bette Davis Eyes,Kim Carnes,https://www.youtube.com/watch?v=EPOIS5taqA8
1981,2,Endless Love,"Diana Ross,Lionel Richie,",https://www.youtube.com/watch?v=7Bwwo7ctG10
1981,3,Lady,Kenny Rogers,https://www.youtube.com/watch?v=zEI1pt2XmPI
1981,4,(Just Like) Starting Over,John Lennon,https://www.youtube.com/watch?v=pZCxyOcvp5A
1981,5,Jessie's Girl,Rick Springfield,https://www.youtube.com/watch?v=qYkbTyHXwbs
1981,6,Celebration,Kool & the Gang,https://www.youtube.com/watch?v=2_mA1yjcRJs
1981,7,Kiss on My List,Hall & Oates,https://www.youtube.com/watch?v=lsHld-iArOc
1981,8,I Love a Rainy Night,Eddie Rabbitt,https://www.youtube.com/watch?v=Gu62apPZsOM
1981,9,9 To 5,Dolly Parton,https://www.youtube.com/watch?v=S_3vZYOYNYU
1981,10,Keep on Loving You,REO Speedwagon,https://www.youtube.com/watch?v=wJzNZ1c5C9c
1981,11,Theme from The Greatest American Hero (Believe It or Not),Joey Scarbury,https://www.youtube.com/watch?v=WqF5M7IK7I0
1981,12,Morning Train (Nine to Five),Sheena Easton,https://www.youtube.com/watch?v=S_3vZYOYNYU
1981,13,Being with You,Smokey Robinson,https://www.youtube.com/watch?v=0P2a6aLDkkM
1981,14,Queen of Hearts,Juice Newton,https://www.youtube.com/watch?v=P0DK-0fIKCw
1981,15,Rapture,Blondie,https://www.youtube.com/watch?v=pHCdS7O248g
1981,16,A Woman Needs Love (Just Like You Do),Raydio,https://www.youtube.com/watch?v=QvBmtqyaijI
1981,17,The Tide Is High,Blondie,https://www.youtube.com/watch?v=2_c5aj-FLbU
1981,18,Just the Two of Us,"Grover Washington, Jr.,Bill Withers,",https://www.youtube.com/watch?v=Uw5OLnN7UvM
1981,19,Slow Hand,The Pointer Sisters,https://www.youtube.com/watch?v=dbk29JZdl5A
1981,20,I Love You,Climax Blues Band,https://www.youtube.com/watch?v=gvDwr9-MlfE
1981,21,Woman,John Lennon,https://www.youtube.com/watch?v=ZhfWiU8wGCc
1981,22,Sukiyaki,A Taste of Honey,https://www.youtube.com/watch?v=xqFkUNqBwMw
1981,23,The Winner Takes It All,ABBA,https://www.youtube.com/watch?v=92cwKCU8Z5c
1981,24,Stars on 45 Medley,Stars on 45,https://www.youtube.com/watch?v=U7bjZX0B09U
1981,25,Angel of the Morning,Juice Newton,https://www.youtube.com/watch?v=HTzGMEfbnAw
1981,26,Love on the Rocks,Neil Diamond,https://www.youtube.com/watch?v=qAqCeuvLdYc
1981,27,Every Woman in the World,Air Supply,https://www.youtube.com/watch?v=I-zZgJpYaFE
1981,28,The One That You Love,Air Supply,https://www.youtube.com/watch?v=nY31ZH6hAFI
1981,29,Guilty,"Barbra Streisand,Barry Gibb,",https://www.youtube.com/watch?v=SUOx492O3bE
1981,30,The Best of Times,Styx,https://www.youtube.com/watch?v=RQdJX8ZmLTk
1981,31,Elvira,The Oak Ridge Boys,https://www.youtube.com/watch?v=NuNPixFCYms
1981,32,Take It on the Run,REO Speedwagon,https://www.youtube.com/watch?v=ZYrmH5cxNcQ
1981,33,(There's) No Gettin' Over Me,Ronnie Milsap,https://www.youtube.com/watch?v=k5wknazzz9w
1981,34,Living Inside Myself,Gino Vannelli,https://www.youtube.com/watch?v=g2-wE-J91JU
1981,35,Woman in Love,Barbra Streisand,https://www.youtube.com/watch?v=fKDYErlu5Kc
1981,36,The Boy from New York City,The Manhattan Transfer,https://www.youtube.com/watch?v=8TMnFtCzhuo
1981,37,Urgent,Foreigner,https://www.youtube.com/watch?v=Lcb-Fsx_phM
1981,38,Passion,Rod Stewart,https://www.youtube.com/watch?v=Zh80pkyrsIQ
1981,39,Lady (You Bring Me Up),Commodores,https://www.youtube.com/watch?v=phNLASyPsUU
1981,40,Crying,Don McLean,https://www.youtube.com/watch?v=XjMNOouIb0k
1981,41,Hearts,Marty Balin,https://www.youtube.com/watch?v=CRuVkcAv4XQ
1981,42,It's My Turn,Diana Ross,https://www.youtube.com/watch?v=_zMQKoprWA4
1981,43,You Make My Dreams,Hall & Oates,https://www.youtube.com/watch?v=EErSKhC0CZs
1981,44,I Don't Need You,Kenny Rogers,https://www.youtube.com/watch?v=g_t11quKuDI
1981,45,How 'Bout Us,Champaign,https://www.youtube.com/watch?v=YBUqDr14DEw
1981,46,Hit Me with Your Best Shot,Pat Benatar,https://www.youtube.com/watch?v=iXmz_Ei4qfI
1981,47,The Breakup Song (They Don't Write 'Em),The Greg Kihn Band,https://www.youtube.com/watch?v=F67GiIlYlxE
1981,48,Time,The Alan Parsons Project,https://www.youtube.com/watch?v=zhRzORqNa0E
1981,49,Hungry Heart,Bruce Springsteen,https://www.youtube.com/watch?v=ZsADQpw-dD8
1981,50,Sweetheart,Franke and the Knockouts,https://www.youtube.com/watch?v=b0NEzcVw2CY
1982,1,Physical,Olivia Newton-John,https://www.youtube.com/watch?v=vWz9VN40nCA
1982,2,Eye of the Tiger,Survivor,https://www.youtube.com/watch?v=btPJPFnesV4
1982,3,I Love Rock 'n Roll,Joan Jett & The Blackhearts,https://www.youtube.com/watch?v=wMsazR6Tnf8
1982,4,Ebony and Ivory,"Paul McCartney,Stevie Wonder,",https://www.youtube.com/watch?v=fXAlfh6QKQs
1982,5,Centerfold,The J. Geils Band,https://www.youtube.com/watch?v=BqDjMZKf-wg
1982,6,Don't You Want Me,The Human League,https://www.youtube.com/watch?v=uPudE8nDog0
1982,7,Jack & Diane,John Cougar,https://www.youtube.com/watch?v=uwtjL9UI4uQ
1982,8,Hurts So Good,John Cougar,https://www.youtube.com/watch?v=4dOsbsuhYGQ
1982,9,Abracadabra,Steve Miller Band,https://www.youtube.com/watch?v=tY8B0uQpwZs
1982,10,Hard to Say I'm Sorry,Chicago,https://www.youtube.com/watch?v=1A0MPWseJIE
1982,11,Tainted Love,Soft Cell,https://www.youtube.com/watch?v=lw34u09a8uo
1982,12,Chariots of Fire,Vangelis,https://www.youtube.com/watch?v=8a-HfNE3EIo
1982,13,Harden My Heart,Quarterflash,https://www.youtube.com/watch?v=TNFSED77-GM
1982,14,Rosanna,Toto,https://www.youtube.com/watch?v=qmOLtTGvsbM
1982,15,I Can't Go for That (No Can Do),Hall & Oates,https://www.youtube.com/watch?v=ccenFp_3kq8
1982,16,867-5309/Jenny,Tommy Tutone,https://www.youtube.com/watch?v=6WTdTwcmxyo
1982,17,Key Largo,Bertie Higgins,https://www.youtube.com/watch?v=Ru2tsT32pHA
1982,18,You Should Hear How She Talks About You,Melissa Manchester,https://www.youtube.com/watch?v=GWbDykX47uU
1982,19,Waiting for a Girl Like You,Foreigner,https://www.youtube.com/watch?v=5jhocSCSZzk
1982,20,Don't Talk to Strangers,Rick Springfield,https://www.youtube.com/watch?v=-i-5bxWfo00
1982,21,The Sweetest Thing (I've Ever Known),Juice Newton,https://www.youtube.com/watch?v=6dvPJZnSCq8
1982,22,Always on My Mind,Willie Nelson,https://www.youtube.com/watch?v=R7f189Z0v0Y
1982,23,Shake It Up,The Cars,https://www.youtube.com/watch?v=K3SA5Z-cbC8
1982,24,Let It Whip,Dazz Band,https://www.youtube.com/watch?v=Gd3gl5gnMeA
1982,25,We Got the Beat,The Go-Go's,https://www.youtube.com/watch?v=f55KlPe81Yw
1982,26,The Other Woman,Ray Parker Jr.,https://www.youtube.com/watch?v=8fCipql58x0
1982,27,Turn Your Love Around,George Benson,https://www.youtube.com/watch?v=9tZWLRh3xmU
1982,28,Sweet Dreams,Air Supply,https://www.youtube.com/watch?v=YMGRdZrfk7A
1982,29,Only the Lonely,The Motels,https://www.youtube.com/watch?v=ZaPTELylZ1s
1982,30,Who Can It Be Now?,Men at Work,https://www.youtube.com/watch?v=SECVGN4Bsgg
1982,31,Hold Me,Fleetwood Mac,https://www.youtube.com/watch?v=E0sha1XfHxw
1982,32,Eye in the Sky,The Alan Parsons Project,https://www.youtube.com/watch?v=56hqrlQxMMI
1982,33,Let's Groove,"Earth, Wind & Fire",https://www.youtube.com/watch?v=Lrle0x_DHBM
1982,34,Open Arms,Journey,https://www.youtube.com/watch?v=SIjjh_PRmU8
1982,35,Leader of the Band,Dan Fogelberg,https://www.youtube.com/watch?v=lDByv7HoAyg
1982,36,Leather and Lace,"Stevie Nicks,Don Henley,",https://www.youtube.com/watch?v=Ob4cgakHwsQ
1982,37,Even the Nights Are Better,Air Supply,https://www.youtube.com/watch?v=BRx58DgOxeg
1982,38,I've Never Been to Me,Charlene,https://www.youtube.com/watch?v=xlGxKp7ghk4
1982,39,'65 Love Affair,Paul Davis,https://www.youtube.com/watch?v=KLbOs8j24KM
1982,40,Heat of the Moment,Asia,https://www.youtube.com/watch?v=nvdYll1euGU
1982,41,Take It Easy on Me,Little River Band,https://www.youtube.com/watch?v=JXWNRRcQMaQ
1982,42,Pac-Man Fever,Buckner & Garcia,https://www.youtube.com/watch?v=vadudmeOFCg
1982,43,That Girl,Stevie Wonder,https://www.youtube.com/watch?v=eagQKwVendA
1982,44,Private Eyes,Hall & Oates,https://www.youtube.com/watch?v=JsntlJZ9h1U
1982,45,Trouble,Lindsey Buckingham,https://www.youtube.com/watch?v=Kcm3dbuV8Z4
1982,46,Making Love,Roberta Flack,https://www.youtube.com/watch?v=eIVdGGx9WXo
1982,47,Love's Been a Little Bit Hard on Me,Juice Newton,https://www.youtube.com/watch?v=1tatoOZ2-uw
1982,48,Young Turks,Rod Stewart,https://www.youtube.com/watch?v=zQ41hqlV0Kk
1982,49,Freeze-Frame,The J. Geils Band,https://www.youtube.com/watch?v=wHo43B6nu60
1982,50,Keep the Fire Burnin',REO Speedwagon,https://www.youtube.com/watch?v=9gY_SbSIG0U
1983,1,Every Breath You Take,The Police,https://www.youtube.com/watch?v=OMOGaugKpzs
1983,2,Billie Jean,Michael Jackson,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
1983,3,Flashdance... What a Feeling,Irene Cara,https://www.youtube.com/watch?v=ILWSp0m9G2U
1983,4,Down Under,Men at Work,https://www.youtube.com/watch?v=XfR9iY5y94s
1983,5,Beat It,Michael Jackson,https://www.youtube.com/watch?v=oRdxUFDoQe0
1983,6,Total Eclipse of the Heart,Bonnie Tyler,https://www.youtube.com/watch?v=lcOxhH8N3Bo
1983,7,Maneater,Hall & Oates,https://www.youtube.com/watch?v=yRYFKcMa_Ek
1983,8,"Baby, Come to Me","Patti Austin,James Ingram,",https://www.youtube.com/watch?v=mHyxPIh3c5w
1983,9,Maniac,Michael Sembello,https://www.youtube.com/watch?v=evyKPVS_M7E
1983,10,Sweet Dreams (Are Made of This),Eurythmics,https://www.youtube.com/watch?v=qeMFqkcPYcg
1983,11,Do You Really Want to Hurt Me,Culture Club,https://www.youtube.com/watch?v=4xvn0LX6VJ4
1983,12,You and I,"Eddie Rabbitt,Crystal Gayle,",https://www.youtube.com/watch?v=ih6wiwJTaz0
1983,13,Come On Eileen,Dexys Midnight Runners,https://www.youtube.com/watch?v=GbpnAGajyMc
1983,14,Shame on the Moon,Bob Seger & The Silver Bullet Band,https://www.youtube.com/watch?v=NuYCX5XK_So
1983,15,She Works Hard for the Money,Donna Summer,https://www.youtube.com/watch?v=tuUEpbGVV2Y
1983,16,Never Gonna Let You Go,Sérgio Mendes,https://www.youtube.com/watch?v=c12ity9FE1w
1983,17,Hungry Like the Wolf,Duran Duran,https://www.youtube.com/watch?v=oJL-lCzEXgI
1983,18,Let's Dance,David Bowie,https://www.youtube.com/watch?v=VbD_kBJc_gI
1983,19,Twilight Zone,Golden Earring,https://www.youtube.com/watch?v=a1sf2CzEq0w
1983,20,I Know There's Something Going On,Frida,https://www.youtube.com/watch?v=p98PjtSfNWo
1983,21,Jeopardy,The Greg Kihn Band,https://www.youtube.com/watch?v=E2NzR3Qe0JA
1983,22,Electric Avenue,Eddy Grant,https://www.youtube.com/watch?v=VTVR38VHR2k
1983,23,She Blinded Me with Science,Thomas Dolby,https://www.youtube.com/watch?v=V83JR2IoI8k
1983,24,Africa,Toto,https://www.youtube.com/watch?v=7p5PK3dmVQE
1983,25,Little Red Corvette,Prince,https://www.youtube.com/watch?v=v0KpfrJE4zw
1983,26,Back on the Chain Gang,The Pretenders,https://www.youtube.com/watch?v=cMOKamtpUA8
1983,27,Up Where We Belong,"Joe Cocker,Jennifer Warnes,",https://www.youtube.com/watch?v=kpYxZ-1PnlA
1983,28,Mr. Roboto,Styx,https://www.youtube.com/watch?v=uc6f_2nPSX8
1983,29,You Are,Lionel Richie,https://www.youtube.com/watch?v=qbO8kO92UHw
1983,30,Der Kommissar,After the Fire,https://www.youtube.com/watch?v=vBfFDTPPlaM
1983,31,Puttin' on the Ritz,Taco,https://www.youtube.com/watch?v=4OUnedMCCW0
1983,32,Sexual Healing,Marvin Gaye,https://www.youtube.com/watch?v=rjlSiASsUIs
1983,33,(Keep Feeling) Fascination,The Human League,https://www.youtube.com/watch?v=QqqBs6kkzHE
