year,rank,song,singer,url,found,bpm,key,spotifyTitle,spotifyArtist
2012,4,Payphone,"Maroon 5,Wiz Khalifa,",https://www.youtube.com/watch?v=KRaWnd3LJfs,1,110.015,E Major,Payphone,"Maroon 5, Wiz Khalifa"
2013,4,Harlem Shake,Baauer,https://www.youtube.com/watch?v=qV0LHCHf-pE,0,,,,
2014,4,Fancy,"Iggy Azalea,Charli XCX,",https://www.youtube.com/watch?v=O-zpOMYRi0w,1,94.981,Bb Minor,Fancy,"Iggy Azalea, Charli xcx"
2015,4,Trap Queen,Fetty Wap,https://www.youtube.com/watch?v=i_kF4zLNKio,0,,,,
2016,4,Work,"Rihanna,Drake,",https://www.youtube.com/watch?v=HL1UzIK-flA,1,91.974,B Major,Work,"Rihanna, Drake"
2017,4,Humble,Kendrick Lamar,https://www.youtube.com/watch?v=tvTRZJ-4EyI,1,150.011,Db Minor,HUMBLE.,Kendrick Lamar
2018,4,Havana,"Camila Cabello,Young Thug,",https://www.youtube.com/watch?v=BQ0mxQXmLsk,0,,,,
2019,4,Bad Guy,Billie Eilish,https://www.youtube.com/watch?v=DyDfgMOUjCI,0,,,,
2020,4,Don't Start Now,Dua Lipa,https://www.youtube.com/watch?v=oygrmJFKYZY,1,123.95,B Minor,Don't Start Now,Dua Lipa
2021,4,Mood,"24kGoldn,Iann Dior,",https://www.youtube.com/watch?v=GrAchTdepsU,1,91.007,G Minor,Mood (feat. iann dior),"24kGoldn, iann dior"
2022,4,Easy on Me,Adele,https://www.youtube.com/watch?v=U3ASj1L6_sY,0,,,,
1973,5,My Love,Paul McCartney & Wings,https://www.youtube.com/watch?v=FszrwclD_-Q,0,,,,
1974,5,Dancing Machine,The Jackson 5,https://www.youtube.com/watch?v=VORrgGlgL28,0,,,,
1975,5,My Eyes Adored You,Frankie Valli,https://www.youtube.com/watch?v=vYtpKBNTCB8,1,137.687,B Minor,My Eyes Adored You,Frankie Valli
1976,5,Play That Funky Music,Wild Cherry,https://www.youtube.com/watch?v=SFiv9M577a4,0,,,,
1977,5,Angel in Your Arms,Hot,https://www.youtube.com/watch?v=bku5VetnNvc,0,,,,
1978,5,Kiss You All Over,Exile,https://www.youtube.com/watch?v=Wnzc5FlnFPw,0,,,,
1979,5,Reunited,Peaches & Herb,https://www.youtube.com/watch?v=tKBsFSPvbzA,1,75.68,F Minor,Reunited,Peaches & Herb
1980,5,Do That to Me One More Time,Captain & Tennille,https://www.youtube.com/watch?v=Plo5PywZKdA,1,90.262,G Major,Do That To Me One More Time,Captain & Tennille
1981,5,Jessie's Girl,Rick Springfield,https://www.youtube.com/watch?v=qYkbTyHXwbs,0,,,,
1982,5,Centerfold,The J. Geils Band,https://www.youtube.com/watch?v=BqDjMZKf-wg,0,,,,
1983,5,Beat It,Michael Jackson,https://www.youtube.com/watch?v=oRdxUFDoQe0,0,,,,
1984,5,Against All Odds (Take a Look at Me Now),Phil Collins,https://www.youtube.com/watch?v=wuvtoyVi7vY,0,,,,
1985,5,I Feel for You,Chaka Khan,https://www.youtube.com/watch?v=FR7EUTC_UwE,1,124.917,B Major,I Feel for You,Chaka Khan
1986,5,Broken Wings,Mr. Mister,https://www.youtube.com/watch?v=jauCjFAmRMc,0,,,,
1987,5,Nothing's Gonna Stop Us Now,Starship,https://www.youtube.com/watch?v=3wxyN3z9PL4,1,95.99,Gb Major,Nothing's Gonna Stop Us Now,Starship
1988,5,Sweet Child o' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,1,125.304,Gb Major,Sweet Child O' Mine,Guns N' Roses
1989,5,Miss You Much,Janet Jackson,https://www.youtube.com/watch?v=IVF0zcqr9Dg,1,115.185,Gb Minor,Miss You Much,Janet Jackson
1990,5,Vogue,Madonna,https://www.youtube.com/watch?v=GuJQSAiODqI,1,115.997,Gb Major,Vogue,Madonna
1991,5,One More Try,Timmy T,https://www.youtube.com/watch?v=Q06Lg5DvMFE,1,149.826,A Major,One More Try,Timmy T
1992,5,Baby-Baby-Baby,TLC,https://www.youtube.com/watch?v=Q2H6pTtEVlo,1,184.174,B Minor,Baby-Baby-Baby,TLC
1993,5,Freak Me,Silk,https://www.youtube.com/watch?v=Ry6XUsow4Vg,1,133.879,E Minor,Freak Me,Silk
1994,5,Hero,Mariah Carey,https://www.youtube.com/watch?v=0IA3ZvCkRkQ,0,,,,
1995,5,On Bended Knee,Boyz II Men,https://www.youtube.com/watch?v=jSUSFow70no,0,,,,
1996,5,Always Be My Baby,Mariah Carey,https://www.youtube.com/watch?v=LfRNRymrv9k,0,,,,
1997,5,Can't Nobody Hold Me Down,"Puff Daddy,Mase,",https://www.youtube.com/watch?v=0zXis84Pi24,0,,,,
1998,5,How Do I Live,LeAnn Rimes,https://www.youtube.com/watch?v=MUFasKZcH_c,0,,,,
1999,5,...Baby One More Time,Britney Spears,https://www.youtube.com/watch?v=C-u5WLJ9Yk4,0,,,,
2000,5,Everything You Want,Vertical Horizon,https://www.youtube.com/watch?v=rZoD8JEFjAE,1,93.896,Eb Minor,Everything You Want,Vertical Horizon
2001,5,I'm Real,"Jennifer Lopez,Ja Rule,",https://www.youtube.com/watch?v=Sjx9oSJDAVQ,0,,,,
2002,5,Wherever You Will Go,The Calling,https://www.youtube.com/watch?v=iAP9AF6DCu4,0,,,,
2003,5,When I'm Gone,3 Doors Down,https://www.youtube.com/watch?v=pFq1eT9tMJ4,1,148.095,G Major,When I'm Gone,3 Doors Down
2004,5,The Way You Move,"OutKast,Sleepy Brown,",https://www.youtube.com/watch?v=xI5NQ-0Ubfs,0,,,,
2005,5,"1, 2 Step","Ciara,Missy Elliott,",https://www.youtube.com/watch?v=iBHNgV6_znU,0,,,,
2006,5,Hips Don't Lie,"Shakira,Wyclef Jean,",https://www.youtube.com/watch?v=DUT5rEU6pqM,1,100.024,Bb Minor,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean"
2007,5,Buy U a Drank (Shawty Snappin'),"T-Pain,Yung Joc,",https://www.youtube.com/watch?v=dBrRBZy8OTs,1,80.028,Db Major,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"T-Pain, Yung Joc"
2008,5,Apologize,OneRepublic,https://www.youtube.com/watch?v=ZSM3w1v-A_Y,1,118.016,Ab Major,Apologize,"Timbaland, OneRepublic"
2009,5,Love Story,Taylor Swift,https://www.youtube.com/watch?v=8xg3vE8Ie_E,1,119.082,D Major,Love Story (Taylor’s Version),Taylor Swift
2010,5,OMG,"Usher,will.i.am,",https://www.youtube.com/watch?v=1RnPB76mjxI,0,,,,
2011,5,Give Me Everything,"Pitbull,Ne-Yo,Afrojack,Nayer,",https://www.youtube.com/watch?v=EPo5wWmKEaI,1,129.035,Ab Major,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, AFROJACK, Nayer"
2012,5,Lights,Ellie Goulding,https://www.youtube.com/watch?v=0NKUpo_xKyQ,0,,,,
2013,5,Can't Hold Us,"Macklemore & Ryan Lewis,Ray Dalton,",https://www.youtube.com/watch?v=2zNSgSzhBfM,1,146.097,D Major,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton"
2014,5,Counting Stars,OneRepublic,https://www.youtube.com/watch?v=hT_nvWreIhg,0,,,,
2015,5,Sugar,Maroon 5,https://www.youtube.com/watch?v=bvC_0foemLY,0,,,,
2016,5,Stressed Out,Twenty One Pilots,https://www.youtube.com/watch?v=pXRviuL6vMY,1,169.977,E Minor,Stressed Out,Twenty One Pilots
2017,5,Something Just Like This,"The Chainsmokers,Coldplay,",https://www.youtube.com/watch?v=FM7MFYoylVs,1,103.019,B Minor,Something Just Like This,"The Chainsmokers, Coldplay"
2018,5,Rockstar,"Post Malone,21 Savage,",https://www.youtube.com/watch?v=UceaB4D0jpo,1,159.798,F Minor,rockstar (feat. 21 Savage),"Post Malone, 21 Savage"
2019,5,Wow,Post Malone,https://www.youtube.com/watch?v=Te-Ktb4w8pE,1,99.952,B Minor,Wow.,Post Malone
2020,5,Rockstar,"DaBaby,Roddy Ricch,",https://www.youtube.com/watch?v=83xBPCw5hh4,1,89.977,B Major,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch"
2021,5,Good 4 U,Olivia Rodrigo,https://www.youtube.com/watch?v=gNi_6U5Pm_o,1,166.928,A Major,good 4 u,Olivia Rodrigo
2022,5,Shivers,Ed Sheeran,https://www.youtube.com/watch?v=Il0S8BoucSA,0,,,,
1973,6,Why Me,Kris Kristofferson,https://www.youtube.com/watch?v=DgDs_JE4Qcg,0,,,,
1974,6,The Loco-Motion,Grand Funk Railroad,https://www.youtube.com/watch?v=7HRhEEm8Dic,1,125.051,C Major,The Loco-Motion - Remastered 2002,Grand Funk Railroad
1975,6,Some Kind of Wonderful,Grand Funk Railroad,https://www.youtube.com/watch?v=dxEKa4dlKVw,0,,,,
1976,6,Kiss and Say Goodbye,The Manhattans,https://www.youtube.com/watch?v=wtjro7_R3-4,1,129.084,Bb Major,Kiss and Say Goodbye,The Manhattans
1977,6,I Like Dreamin',Kenny Nolan,https://www.youtube.com/watch?v=yb2OweNMQvo,0,,,,
1978,6,How Deep Is Your Love,Bee Gees,https://www.youtube.com/watch?v=C_gbF8tp_hE,1,104.938,F Minor,How Deep Is Your Love,Bee Gees
1979,6,I Will Survive,Gloria Gaynor,https://www.youtube.com/watch?v=Faf1ch7Q9XE,1,116.935,A Minor,I Will Survive,Gloria Gaynor
1980,6,Crazy Little Thing Called Love,Queen,https://www.youtube.com/watch?v=zO6D_BAuYCI,0,,,,
1981,6,Celebration,Kool & the Gang,https://www.youtube.com/watch?v=2_mA1yjcRJs,1,121.631,Db Major,Celebration,Kool & The Gang
1982,6,Don't You Want Me,The Human League,https://www.youtube.com/watch?v=uPudE8nDog0,0,,,,
1983,6,Total Eclipse of the Heart,Bonnie Tyler,https://www.youtube.com/watch?v=lcOxhH8N3Bo,0,,,,
1984,6,Jump,Van Halen,https://www.youtube.com/watch?v=LJ5Z1jXms7A,1,129.981,C Major,Jump - 2015 Remaster,Van Halen
1985,6,Out of Touch,Daryl Hall & John Oates,https://www.youtube.com/watch?v=iKL9jdUBWWs,1,114.834,A Minor,Out of Touch,Daryl Hall & John Oates
1986,6,How Will I Know,Whitney Houston,https://www.youtube.com/watch?v=m3-hY-hlhBg,1,119.49,Gb Major,How Will I Know,Whitney Houston
1987,6,C'est La Vie,Robbie Nevil,https://www.youtube.com/watch?v=CGtf9QfITQw,0,,,,
1988,6,So Emotional,Whitney Houston,https://www.youtube.com/watch?v=0YjSHbA6HQQ,0,,,,
1989,6,Cold Hearted,Paula Abdul,https://www.youtube.com/watch?v=o7aShcmEksw,1,122.382,G Minor,Cold Hearted,Paula Abdul
1990,6,Vision of Love,Mariah Carey,https://www.youtube.com/watch?v=tov22NtCMC4,0,,,,
1991,6,Unbelievable,EMF,https://www.youtube.com/watch?v=sfCLt0kTd5E,1,104.073,Db Major,Unbelievable,EMF
1992,6,Tears in Heaven,Eric Clapton,https://www.youtube.com/watch?v=JxPj3GAYYZ0,1,153.744,A Major,Tears in Heaven,Eric Clapton
1993,6,Weak,SWV,https://www.youtube.com/watch?v=2__x-bVI4uM,1,127.661,D Minor,Weak,SWV
1994,6,Stay (I Missed You),Lisa Loeb and Nine Stories,https://www.youtube.com/watch?v=i9HGwRbMiVY,0,,,,
1995,6,Another Night,Real McCoy,https://www.youtube.com/watch?v=0dzKa-btcz4,1,125.983,G Major,Another Night,Real McCoy
1996,6,Give Me One Reason,Tracy Chapman,https://www.youtube.com/watch?v=V6hQ9HSKlIE,1,100.22,B Major,Give Me One Reason,Tracy Chapman
1997,6,I Believe I Can Fly,R. Kelly,https://www.youtube.com/watch?v=OvhrsWJcKMk,0,,,,
1998,6,Together Again,Janet,https://www.youtube.com/watch?v=7SXKHiPQPhk,0,,,,
1999,6,Kiss Me,Sixpence None the Richer,https://www.youtube.com/watch?v=hII0JXUJNDo,0,,,,
2000,6,Say My Name,Destiny's Child,https://www.youtube.com/watch?v=sQgd6MccwZc,1,138.009,F Minor,Say My Name,Destiny's Child
2001,6,If You're Gone,Matchbox Twenty,https://www.youtube.com/watch?v=clKAdQnwJ7A,1,109.933,A Major,If You're Gone,Matchbox Twenty
2002,6,A Thousand Miles,Vanessa Carlton,https://www.youtube.com/watch?v=Cwkej79U3ek,1,94.931,B Major,A Thousand Miles,Vanessa Carlton
2003,6,Unwell,Matchbox Twenty,https://www.youtube.com/watch?v=WziA88-n02k,1,80.718,Gb Minor,Unwell,Matchbox Twenty
2004,6,The Reason,Hoobastank,https://www.youtube.com/watch?v=fV4DiAyExN0,0,,,,
2005,6,Gold Digger,"Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=6vwNcNOTVzY,0,,,,
2006,6,Unwritten,Natasha Bedingfield,https://www.youtube.com/watch?v=b7k0a5hYnSI,0,,,,
2007,6,Before He Cheats,Carrie Underwood,https://www.youtube.com/watch?v=WaSy8yy-mr8,1,147.905,Gb Minor,Before He Cheats,Carrie Underwood
2008,6,No Air,"Jordin Sparks,Chris Brown,",https://www.youtube.com/watch?v=WBKnpyoFEBo,1,160.033,Ab Minor,No Air (feat. Chris Brown),"Jordin Sparks, Chris Brown"
2009,6,Right Round,Flo Rida,https://www.youtube.com/watch?v=CcCw1ggftuQ,1,124.986,G Major,Right Round,"Flo Rida, Kesha"
2010,6,Airplanes,"B.o.B,Hayley Williams,",https://www.youtube.com/watch?v=kn6-c223DUU,0,,,,
2011,6,Grenade,Bruno Mars,https://www.youtube.com/watch?v=SR6iYWJxHqs,1,110.444,D Minor,Grenade,Bruno Mars
2012,6,Glad You Came,The Wanted,https://www.youtube.com/watch?v=2ggzxInyzVE,0,,,,
2013,6,Mirrors,Justin Timberlake,https://www.youtube.com/watch?v=uuZE_IRwLNI,1,76.899,F Minor,Mirrors,Justin Timberlake
2014,6,Talk Dirty,"Jason Derulo,2 Chainz,",https://www.youtube.com/watch?v=RbtPXFlZlHg,0,,,,
2015,6,Shut Up and Dance,Walk the Moon,https://www.youtube.com/watch?v=6JCLY0Rlx6Q,1,128.038,Db Major,Shut Up and Dance,WALK THE MOON
2016,6,Panda,Desiigner,https://www.youtube.com/watch?v=E5ONTXHS2mM,1,144.836,Bb Minor,Panda,Desiigner
2017,6,Bad and Boujee,"Migos,Lil Uzi Vert,",https://www.youtube.com/watch?v=S-sJp1FfG7Q,1,127.079,B Major,Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert"
2018,6,Psycho,"Post Malone,Ty Dolla Sign,",https://www.youtube.com/watch?v=WXBHCQYxwr0,0,,,,
2019,6,Happier,"Marshmello,Bastille,",https://www.youtube.com/watch?v=m7Bc3pLyij0,0,,,,
2020,6,Adore You,Harry Styles,https://www.youtube.com/watch?v=v8fLjiar1c8,1,99.048,Ab Major,Adore You,Harry Styles
2021,6,Kiss Me More,"Doja Cat,SZA,",https://www.youtube.com/watch?v=0EVVKs6DQLo,0,,,,
2022,6,First Class,Jack Harlow,https://www.youtube.com/watch?v=HmP_wGYw1_g,0,,,,
1973,7,Crocodile Rock,Elton John,https://www.youtube.com/watch?v=-8PiA0FAYBI,0,,,,
1974,7,TSOP (The Sound of Philadelphia),MFSB,https://www.youtube.com/watch?v=LS2PQs_IRNk,1,114.652,Bb Major,TSOP (The Sound of Philadelphia) (feat. The Three Degrees),"MFSB, The Three Degrees"
1975,7,Shining Star,"Earth, Wind & Fire",https://www.youtube.com/watch?v=Zu9a29UR2dU,1,102.516,A Major,Shining Star,"Earth, Wind & Fire"
1976,7,Love Machine,The Miracles,https://www.youtube.com/watch?v=WHcQ5wRZ9iU,0,,,,
1977,7,Don't Leave Me This Way,Thelma Houston,https://www.youtube.com/watch?v=rUdw7V-FC_Q,0,,,,
1978,7,Baby Come Back,Player,https://www.youtube.com/watch?v=mm-bSGoUDsc,1,156.101,F Minor,Baby Come Back,Player
1979,7,Hot Stuff,Donna Summer,https://www.youtube.com/watch?v=1IdEhvuNxV8,1,120.471,C Major,Hot Stuff,Donna Summer
1980,7,Coming Up,Paul McCartney,https://www.youtube.com/watch?v=g5nzLQ63c9E,0,,,,
1981,7,Kiss on My List,Hall & Oates,https://www.youtube.com/watch?v=lsHld-iArOc,0,,,,
1982,7,Jack & Diane,John Cougar,https://www.youtube.com/watch?v=uwtjL9UI4uQ,1,103.988,A Major,Jack & Diane (Remastered) - Live,John Cougar-Mellencamp
1983,7,Maneater,Hall & Oates,https://www.youtube.com/watch?v=yRYFKcMa_Ek,0,,,,
1984,7,Hello,Lionel Richie,https://www.youtube.com/watch?v=mHONNcZbwDY,1,61.648,A Minor,Hello,Lionel Richie
1985,7,Everybody Wants to Rule the World,Tears for Fears,https://www.youtube.com/watch?v=aGCdLKXNF3w,0,,,,
1986,7,Party All the Time,Eddie Murphy,https://www.youtube.com/watch?v=iWa-6g-TbgI,1,135.03,B Major,Party All the Time,Eddie Murphy
1987,7,Here I Go Again,Whitesnake,https://www.youtube.com/watch?v=WyF8RHM1OCg,0,,,,
1988,7,Heaven Is a Place on Earth,Belinda Carlisle,https://www.youtube.com/watch?v=s3vTXkKReuw,1,122.902,Db Minor,Heaven Is A Place On Earth,Belinda Carlisle
1989,7,Wind Beneath My Wings,Bette Midler,https://www.youtube.com/watch?v=0iAzMRKFX3c,0,,,,
1990,7,Another Day in Paradise,Phil Collins,https://www.youtube.com/watch?v=Qt2mbGP6vFI,0,,,,
1991,7,More Than Words,Extreme,https://www.youtube.com/watch?v=UrIiLvg58SY,0,,,,
1992,7,My Lovin' (You're Never Gonna Get It),En Vogue,https://www.youtube.com/watch?v=JIuYQ_4TcXg,1,98.055,Ab Major,My Lovin' (You're Never Gonna Get It),En Vogue
1993,7,If I Ever Fall in Love,Shai,https://www.youtube.com/watch?v=caNRc1ER8p4,0,,,,
1994,7,Breathe Again,Toni Braxton,https://www.youtube.com/watch?v=pRFEz2MjZgg,1,153.922,C Major,Breathe Again,Toni Braxton
1995,7,Fantasy,Mariah Carey,https://www.youtube.com/watch?v=qq09UkPRdFY,0,,,,
1996,7,Tha Crossroads,Bone Thugs-n-Harmony,https://www.youtube.com/watch?v=VMYAEHE2GrM,1,144.29,E Major,Tha Crossroads,Bone Thugs-N-Harmony
1997,7,Don't Let Go (Love),En Vogue,https://www.youtube.com/watch?v=mwhwGmoYv1s,0,,,,
1998,7,All My Life,K-Ci & JoJo,https://www.youtube.com/watch?v=DXvMT_mVbqw,1,128.019,Db Major,All My Life,K-Ci & JoJo
1999,7,Genie in a Bottle,Christina Aguilera,https://www.youtube.com/watch?v=kIDWgqDBNXA,1,175.716,Db Major,Genie In a Bottle,Christina Aguilera
2000,7,I Knew I Loved You,Savage Garden,https://www.youtube.com/watch?v=jjnmICxvoVY,0,,,,
2001,7,Let Me Blow Ya Mind,"Eve,Gwen Stefani,",https://www.youtube.com/watch?v=Wt88GMJmVk0,0,,,,
2002,7,In the End,Linkin Park,https://www.youtube.com/watch?v=eVTXPUF4Oz4,0,,,,
2003,7,Right Thurr,Chingy,https://www.youtube.com/watch?v=iO476kD-k0g,0,,,,
2004,7,I Don't Wanna Know,"Mario Winans,Enya,P. Diddy,",https://www.youtube.com/watch?v=KCHgxoXv4g4,0,,,,
2005,7,Boulevard of Broken Dreams,Green Day,https://www.youtube.com/watch?v=Soa3gO7tL-c,1,167.046,Ab Major,Boulevard of Broken Dreams,Green Day
2006,7,Crazy,Gnarls Barkley,https://www.youtube.com/watch?v=iAY9DDUwoSo,0,,,,
2007,7,Hey There Delilah,Plain White T's,https://www.youtube.com/watch?v=h_m-BjrxmgI,1,103.962,D Major,Hey There Delilah,Plain White T's
2008,7,Love Song,Sara Bareilles,https://www.youtube.com/watch?v=qi7Yh16dA0w,1,123.055,D Minor,Love Song,Sara Bareilles
2009,7,I'm Yours,Jason Mraz,https://www.youtube.com/watch?v=7gO-jFLIgdk,1,150.96,B Major,I'm Yours,Jason Mraz
2010,7,Love the Way You Lie,"Eminem,Rihanna,",https://www.youtube.com/watch?v=uelHwf8o7_U,1,86.989,Bb Major,Love The Way You Lie,"Eminem, Rihanna"
2011,7,F**K You (Forget You),CeeLo Green,https://www.youtube.com/watch?v=CAV0XrbEwNc,0,,,,
2012,7,Stronger (What Doesn't Kill You),Kelly Clarkson,https://www.youtube.com/watch?v=Xn676-fLq7I,0,,,,
2013,7,Just Give Me a Reason,"Pink,Nate Ruess,",https://www.youtube.com/watch?v=OpQFFLBMEPI,1,95.01,D Major,Just Give Me a Reason (feat. Nate Ruess),"Pink, Nate Ruess"
2014,7,Rude,Magic!,https://www.youtube.com/watch?v=PIh2xe4jnpk,1,144.033,Db Major,Rude,MAGIC!
2015,7,Blank Space,Taylor Swift,https://www.youtube.com/watch?v=e-ORhEE9VVg,0,,,,
2016,7,Hello,Adele,https://www.youtube.com/watch?v=YQHsXMglC9A,1,78.991,F Minor,Hello,Adele
2017,7,Closer,"The Chainsmokers,Halsey,",https://www.youtube.com/watch?v=PT2_F-1esPk,0,,,,
2018,7,I Like It,"Cardi B,Bad Bunny,J Balvin,",https://www.youtube.com/watch?v=xTlNMmZKwpA,1,136.048,F Minor,I Like It,"Cardi B, Bad Bunny, J Balvin"
2019,7,7 Rings,Ariana Grande,https://www.youtube.com/watch?v=QYh6mYIJG2Y,0,,,,
2020,7,Life Is Good,"Future,Drake,",https://www.youtube.com/watch?v=l0U7SxXHkPY,0,,,,
2021,7,Leave the Door Open,"Silk Sonic,Bruno Mars,Anderson .Paak,",https://www.youtube.com/watch?v=adLGHcj_fmA,0,,,,
2022,7,Big Energy,Latto,https://www.youtube.com/watch?v=T8GpG8C0YzA,0,,,,
1973,8,Will It Go Round in Circles,Billy Preston,https://www.youtube.com/watch?v=I_e-RQZVwxg,1,98.111,Db Major,Will It Go Round In Circles,Billy Preston
1974,8,The Streak,Ray Stevens,https://www.youtube.com/watch?v=bkaiCPgQ6bg,0,,,,
1975,8,Fame,David Bowie,https://www.youtube.com/watch?v=9tnRWcEg6i8,0,,,,
1976,8,50 Ways to Leave Your Lover,Paul Simon,https://www.youtube.com/watch?v=ABXtWqmArUU,1,101.684,G Major,50 Ways to Leave Your Lover,Paul Simon
1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge,https://www.youtube.com/watch?v=mC6l7ypNqKA,1,117.586,Bb Minor,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge
1978,8,(Love Is) Thicker Than Water,Andy Gibb,https://www.youtube.com/watch?v=MOGt_bXUHQA,1,96.361,Gb Minor,(Love Is) Thicker Than Water,Andy Gibb
1979,8,Y.M.C.A.,Village People,https://www.youtube.com/watch?v=CS9OO0S5w2k,0,,,,
1980,8,Funkytown,Lipps Inc,https://www.youtube.com/watch?v=uhzy7JaU2Zc,1,122.884,C Major,Funkytown,Lipps Inc.
1981,8,I Love a Rainy Night,Eddie Rabbitt,https://www.youtube.com/watch?v=Gu62apPZsOM,0,,,,
1982,8,Hurts So Good,John Cougar,https://www.youtube.com/watch?v=4dOsbsuhYGQ,0,,,,
1983,8,"Baby, Come to Me","Patti Austin,James Ingram,",https://www.youtube.com/watch?v=mHyxPIh3c5w,0,,,,
1984,8,Owner of a Lonely Heart,Yes,https://www.youtube.com/watch?v=SVOuYquXuuc,0,,,,
1985,8,Money for Nothing,Dire Straits,https://www.youtube.com/watch?v=JcqhvPNiJzo,1,134.185,D Minor,Money For Nothing,Dire Straits
1986,8,Burning Heart,Survivor,https://www.youtube.com/watch?v=Kc71KZG87X4,1,98.125,A Minor,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor
1987,8,The Way It Is,Bruce Hornsby and the Range,https://www.youtube.com/watch?v=XchdAP2o57M,0,,,,
1988,8,Could've Been,Tiffany,https://www.youtube.com/watch?v=s143JBZ_mUc,1,99.005,Db Major,Could've Been,Tiffany
1989,8,Girl You Know It's True,Milli Vanilli,https://www.youtube.com/watch?v=RdSmokR0Enk,0,,,,
1990,8,Hold On,En Vogue,https://www.youtube.com/watch?v=uIbXvaE39wM,0,,,,
1991,8,I Like the Way (The Kissing Game),Hi-Five,https://www.youtube.com/watch?v=vF3MB0U6DO8,0,,,,
1992,8,Under the Bridge,Red Hot Chili Peppers,https://www.youtube.com/watch?v=lwlogyj7nFE,0,,,,
1993,8,Dreamlover,Mariah Carey,https://www.youtube.com/watch?v=CqBtS6BIP1E,1,100.595,F Major,Dreamlover,Mariah Carey
1994,8,All for Love,"Bryan Adams,Rod Stewart,Sting,",https://www.youtube.com/watch?v=ofA3URC1wyk,1,149.905,D Major,All For Love - The Three Musketeers/Soundtrack Version,"Bryan Adams, Rod Stewart, Sting"
1995,8,Take a Bow,Madonna,https://www.youtube.com/watch?v=XDeiovnCv1o,1,79.98,Ab Major,Take a Bow,Madonna
1996,8,I Love You Always Forever,Donna Lewis,https://www.youtube.com/watch?v=SqdWTeXWvOg,1,103.773,F Major,I Love You Always Forever,Donna Lewis
1997,8,Return of the Mack,Mark Morrison,https://www.youtube.com/watch?v=uB1D9wWxd2w,0,,,,
1998,8,Candle in the Wind 1997,"Something About the Way You Look Tonight,Elton John,",https://www.youtube.com/watch?v=sxb0GeS4gL8,0,,,,
1999,8,Every Morning,Sugar Ray,https://www.youtube.com/watch?v=aAboC8Vn-t0,1,109.917,Ab Major,Every Morning,Sugar Ray
2000,8,Amazed,Lonestar,https://www.youtube.com/watch?v=x-skFgrV59A,0,,,,
2001,8,Thank You,Dido,https://www.youtube.com/watch?v=1TO48Cnl66w,0,,,,
2002,8,What's Luv?,"Fat Joe,Ashanti,",https://www.youtube.com/watch?v=VpvyG2NrS1Y,1,93.857,Ab Major,What's Luv? (feat. Ashanti),"Fat Joe, Ashanti"
2003,8,Miss You,Aaliyah,https://www.youtube.com/watch?v=s1tAYmMjLdY,1,109.888,Bb Major,Miss You,Aaliyah
2004,8,Hey Ya!,OutKast,https://www.youtube.com/watch?v=PWgvGjAhvIw,0,,,,
2005,8,Candy Shop,"50 Cent,Olivia,",https://www.youtube.com/watch?v=SRcnnId15BA,1,125.18,B Major,Candy Shop,"50 Cent, Olivia"
2006,8,Ridin',"Chamillionaire,Krayzie Bone,",https://www.youtube.com/watch?v=CtwJvgPJ9xw,0,,,,
2007,8,I Wanna Love You,"Akon,Snoop Dogg,",https://www.youtube.com/watch?v=GJzF7H2e3Tw,0,,,,
2008,8,Love in This Club,"Usher,Young Jeezy,",https://www.youtube.com/watch?v=cB5e0zHRzHc,0,,,,
2009,8,Single Ladies (Put a Ring on It),Beyoncé,https://www.youtube.com/watch?v=4m1EFMoRFvY,0,,,,
